name,type,ProductServices
"Snyder, Arnold and Keller",Company,Unknown
"Snyder, Hamilton and Maldonado",Company,Manufacture of footwear specialising in shoes
"Snyder, Miller and Stevens",Company,Customs clearance services to the importing and exporting community throughout the country
"Snyder, Orozco and Reed",Company,Unknown
"Snyder, Salazar and Eaton",Company,Unknown
Snyder-Ellis,Company,Unknown
Snyder-Ferrell,Company,"Rubber and plastics footwear with vulcanized rubber or plastics soles, molded or cemented to rubber, plastics, or fabric upper, and rubber and plastics protective footwear; Offers athletic shoes, beach sandals, boots, and canvas shoes, as well as climbing shoes, galoshes, protective footwear, sandals, shower sandals, and water shoes, among many others"
Snyder-Morton,Company,"Offers extra neutral alcohol; value-added ingredient for poultry, aqua, cattle, and swine feed; food and industrial grade carbon dioxide; dry ice; organic manure; and Indian Liquor"
Snyder-Olson,Company,Unknown
Snyder-Smith,Company,Unknown
Solis and Sons,Company,"Sport wear and sport shoes including cycling shoe, running shoe, snow boot, and football shoe, among others"
Solis Group,Company,Unknown
Solis Inc,Company,Household products
Solis LLC,Company,"Cleaning systems and equipment, known for its high-pressure cleaners"
Solis PLC,FishingCompany,"Operation of aquaculture with an innovative ocean farming approach due to its pristine environment and barramundi is native to the region; Employs a system of on-land nursery tanks and offshore marine net pens to grow the fish efficiently and responsibly; Has built pathbreaking farms from the ground up and operates them with a highly trained and dedicated staff of aquaculture experts; Imagines a world where anyone can enjoy healthy, delicious seafood that supports environmental and social progress, motivating it to spearhead the global emergence of ocean-farmed Barramund for families, schools, healthcare, and businesses; Implements environmentally-conscious and scalable alternatives to promote the recovery of sensitive wild fisheries while raising high-quality, nutritious fish"
"Solis, Phillips and Haney",Company,Unknown
Solis-Lopez,FishingCompany,Fresh and frozen seafood
Solis-Mullen,Company,Unknown
Solis-Simmons,Company,Unknown
Solomon Group,Company,Fasteners and accessories
Solomon Inc,Company,Stationery and office supplies
"Solomon, Hayes and Miller",Company,"Alaska Pollock, PC / AT Cod, Hake, Red fish / POP, Pink / Chum Salmon and Shellfish, and Sea Cucumber"
"Solomon, Larson and Lamb",Company,"Food products (seaweed salad, rice & noodle, salad dressing, and other Asian food)"
"Solomon, Reyes and Delgado",Company,Unknown
"Solomon, Smith and Meadows",Company,Tilapia products and other aquatic products
Solomon-Dawson,Company,Unknown
Solomon-Le,Company,Unknown
Sosa PLC,Company,Unknown
Sosa-Scott,Company,Unknown
Soto and Sons,Company,Unknown
Soto LLC,Company,Unknown
"Soto, Alexander and Cobb",Company,Unknown
"Soto, Ross and Reyes",Company,Unknown
"Soto, Wang and Blair",Company,Unknown
Soto-Sanchez,Company,"Flowers, premium meat and fresh fruits"
Sparks and Sons,Company,Specialty metals and other advanced alloys
Sparks Inc,Company,"Air services, ocean services and domestic services"
"Sparks, Spencer and Garcia",Company,Unknown
Sparks-Roman,Company,"Site Utilities, Sheep and Goat Supplies, drench, lamb, kid, nurse, feed, corral, foot trim, foot bathe and shelter sheep and goats, premier, supplies, premier1supplies, product, sheep, fencing, clippers, shearers, netting, electric, ear tags, sheep supplies, tags sheep supplies, clippers shearers netting, electric fencing ear [source: freelance researcher]"
Spears and Sons,Company,"Crystalline silicon wafers, solar cells, solar panels, and photovoltaic systems"
Spears-Brown,Company,Electricity
Spears-Miller,Company,Unknown
Spencer and Sons,Company,"Drums and rotors; steering and suspension products (tie rod ends, adjusting sleeves, inner sockets, drag and center links, idler and pitman arms, track bars, rack and pinion bushings and bellows kits, ball joints, control arm assemblies, control arm bushings and shaft kits, radius arm/strut rod bushing kits, sway bar links and mount bushings, coil springs, kingpins, and axle pivot/spring and miscellaneous bushings); Hydraulic products (wheel cylinders, master cylinders, clutch master and slave products, brake hoses, brake cables, brake hardware, and steel brake lines)"
Spencer LLC,Company,Unknown
"Spencer, Cohen and Ramirez",Company,Fashion clothing
"Spencer, Espinoza and Escobar",Company,"Frozen shrimp and other fish and shellfish ( shrimp, finfish, crab, and lobster)"
"Spencer, Morgan and Diaz",Company,"Trailers and semi-trailer, towed and self-propelled heavy-duty transport systems, and specialized transporters"
"Spencer, Richards and Wilson",FishingCompany,"Canning, processing and manufacturing of seafood and other aquatic products"
"Spencer, Torres and Newton",Company,Sea products
Spencer-Hoffman,Company,Unknown
Stafford Inc,Company,Equipment for today's highly automated plants in the engineered wood and biomass industries
Stafford Ltd,Company,Unknown
Stafford PLC,Company,"Food and daily household needs products, general merchandise products, organic products, adult apparel, children's wear and accessories, and house ware products, such as kitchen, bed and bath, and home decor"
"Stafford, Campos and Fisher",Company,Unknown
"Stafford, Fisher and Avila",Company,Furniture products and other related products
Stafford-Bird,Company,"Advice and assistance to businesses and other organizations on management issues, such as strategic and organizational planning, financial planning and budgeting, marketing objectives and policies, human resource policies, practices, and planning"
Stafford-Lambert,Company,Unknown
Stafford-Lewis,Company,Unknown
"Stanley, Day and Ferrell",Company,Unknown
"Stanley, Miller and Whitehead",Company,Black copper and copper alloys
Stanley-Cantu,Company,Unknown
Stanley-Schaefer,Company,Unknown
Stanley-Webb,Company,Unknown
Stark Inc,Company,Unknown
Steele and Sons,Company,Unknown
Steele Group,Company,Unknown
Steele Inc,Company,Unknown
Steele PLC,FishingCompany,"Fish and other seafood products (raw tuna, cooked loins, and finished products; and wetfish, such as sardines, squid and mackerel)"
"Steele, Arnold and Dean",Company,Unknown
"Steele, Oneill and Gordon",Company,"Grocery products, such as food, non-food, beverages, beauty and cosmetics, personal care, household cleaning, laundry detergents, prescription drugs, disposable nappies, and other related consumer products; Meat, poultry, seafood, fruits, vegetables, breads, junk food, processed food and frozen food, among others"
Stein Group,Company,Unknown
Stein LLC,Company,Unknown
Stein Ltd,Company,Groceries and other related products
"Stein, Kirby and Reed",Company,Unknown
"Stein, Taylor and Williams",Company,"Offers meat products including buffalo, beef, mutton, poultry, and pork"
"Stein, Wallace and Velazquez",Company,"Textiles, knitwear and raw materials"
Stephens Inc,Company,Unknown
Stephens LLC,Company,"Metal pipes and fittings, pipeline control system and electric power fittings"
Stephens Ltd,Company,Electrical household appliances and radio and television goods
Stephens PLC,Company,"Locomotives (including frames and parts) of any type or gauge; and railroad, street, and rapid transit cars and car equipment"
"Stephens, Jones and Ryan",Company,Control and private label products in health and beauty aid (HBA) and household care categories
"Stephens, Stone and Johnston",Company,Unknown
Stephens-Johnson,Company,"Pelagics, Groundfish, Shellfish, FAS Groundfish, Aquaculture and other products"
Stephens-Lopez,Company,"Electronics design, production, and product management services to global electronics and technology companies"
Stephens-Miller,Company,Unknown
Stephenson Group,Company,Fruits and vegetables
Stephenson Ltd,Company,"Young soybeans in pods; and spring rolls includes shrimp mini spring rolls with shiitake mushroom, vegetable mini spring rolls with shiitake mushroom, and all natural pre-fried vegetable mini spring rolls with shiitake mushroom"
Stephenson-Blake,Company,Unknown
Stephens-Rivera,Company,Household products
Stephens-Thompson,Company,Unknown
Stevens Group,Company,Unknown
Stevens PLC,Company,Unknown
"Stevens, Bailey and Garrett",Company,Unknown
"Stevens, Harris and Ritter",Company,"Speed changers and drives or gears, specializing in power transmission gears"
"Stevens, Hoffman and French",Company,Unknown
"Stevens, Howell and Mitchell",FishingCompany,"Primarily involved in processing and selling the following fresh fish and seafood. It offers a range of products, such as fish (tuna, sword fish, bass, trout, and salmon), shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams"
"Stevens, Rose and Skinner",Company,Unknown
Stevens-Durham,Company,Natural frozen culinary herbs and specialty vegetable ingredients
Stevens-Johnston,Company,Unknown
Stevenson Ltd,Company,"Canned fish (light tuna, low sodium product range, snack foods, salads, mussels, squid, sardines and salmon; tuna, light tuna, mackerel, squid, baby squid, mussels, angunagas, ratatatouille with tuna and Russian salad)"
Stevenson PLC,LogisticsCompany,"Door-to-Door service to most destinations , Export documentation , Consular documentation , shipment , Letters of Credit , Cargo Insurance , Automated Broker Interface (ABI) and Automated Clearing House (ACH [source: freelance researcher]"
"Stevenson, Jarvis and Fry",Company,Unknown
"Stevenson, Miller and Parks",Company,Unknown
"Stevenson, Odonnell and Marshall",Company,Unknown
"Stevenson, Salinas and Williamson",Company,Unknown
"Stevenson, Valentine and Washington",Company,"Fish and seafood products (tuna, salmon, herring, shellfish, and groundfish products; and flounder fillets, cornmeal pollock strips, burger, tuna steak, frozen halibut steaks, as well as canned sockeye salmon and frozen sockeye, and crabs)"
Stevenson-Bauer,Company,Salmon products
Stevenson-Bishop,Company,"Slaughtering of animals, livestock, and other domesticated animals"
Stevenson-Ferguson,Company,Unknown
Stevenson-Murphy,Company,Unknown
Stevenson-Ortiz,FishingCompany,Fish and other seafood products
Stevens-Sanders,Company,Unknown
Stevens-Sullivan,Company,Unknown
Stewart Group,Company,Unknown
Stewart Inc,Company,Unknown
Stewart LLC,Company,"Hydraulic clamping systems for jigs and fixtures, quick die change, and quick mold change applications; Swing clamps, link clamps, work support, pallet clamps, push and pull cylinders, and a full line of hydraulic valves; Turnkey installation of quick die change systems including clamps, die lifters, bolster extensions, and hydraulic power units"
Stewart Ltd,Company,"Development, construction and manufacturing of special drive inverters and inverter systems as well as components for power electronics"
"Stewart, Collins and Short",LogisticsCompany,"Household-type appliances and consumer-type electronic products such as televisions and computers, as well as specialising in the distribution of single line of new consumer-type electronic products"
"Stewart, Hall and Clark",Company,Automobile tires
"Stewart, Johnston and Jimenez",Company,Unknown
"Stewart, Miller and Jacobs",Company,Unknown
"Stewart, Perkins and Sanchez",FishingCompany,"Seafood (frozen products, snack food, other products, including dover sole, yellow croaker and ribbon fish, and branded products)"
"Stewart, Rhodes and Davis",Company,"Underground mining, tunnelling, Concrete Spraying, Concrete Transport, Charging, Lifting, Transport & RBO, Scaling, we offer the most complete range of products for mining and tunnelling, Our offering consists of applications for: Concrete Spraying, Concrete Transport, Charging, Lifting, Transport & RBO, Scaling  Besides the high-quality machinery, we also provide full Life Time Care services, And to top this off, we also offer rental as an option to minimize your risk of fleet ownership"
"Stewart, Robinson and Shaffer",Company,Conveyor and power transmission belts and rubber sheets
"Stewart, Skinner and Guerrero",Company,Unknown
"Stewart, Smith and Armstrong",Company,Unknown
"Stewart, Tran and Perez",FishingCompany,Prepared fresh or frozen fish and seafoods
"Stewart, York and Olson",Company,Unknown
Stewart-Buchanan,Company,"Adhesive, RTV gasket maker, polyurethane (PU) sealant and waterproofing products"
Stewart-Cabrera,Company,"Backpacks, lunch kits, beverage bottles, handbags, luggage, accessories, small leather goods and stationary [source: freelance researcher]"
Stewart-Fitzpatrick,Company,Unknown
Stewart-Hopkins,Company,Unknown
Stewart-Myers,Company,Unknown
Stewart-Obrien,Company,Steel and aluminum wheels
Stewart-Ortega,Company,Hot smoked and cold smoked fish [source: freelance researcher]
